index,text,date,year
987,"Greetings and warm wishes to @PiyushGoyal ji on his birthday. He is working tirelessly to change the face of the Indian  Railways and strengthen our nation’s capabilities for trade and commerce. 

May he be blessed with good health and a long life in service to the nation.","Jun 13, 2020",2020
988,"Sad news. MoS Railways Suresh Angadi (65) passes away due to #COVID19 in #AIIMS , New Delhi. He is the second Indian parliamentarian to have died due to Corona Virus. #RIP","Sep 23, 2020",2020
989,"Indian  Railways utilised the Covid-19 lockdown period to complete 200 pending maintenance projects.

It also includes 82 rebuilding/rehabilitation of bridges.

Now, first time in the world, Indian  Railways sets up solar plant in Bina to directly power railway overhead line.","Jul 6, 2020",2020
990,"Indian  Railways utilised the Covid-19 lockdown period to complete 200 pending maintenance projects.

It also includes 82 rebuilding/rehabilitation of bridges.

Now, first time in the world, Indian  Railways sets up solar plant in Bina to directly power railway overhead line.","Jul 6, 2020",2020
991,India's GDP is -23.9%. This is surely an unbreakable record in indian economy history. #RailApprenticeAsking4Justice  @PiyushGoyal  @narendramodi   @RailMinIndia,"Nov 22, 2020",2020
992,Indian  Railways through its 21 Railway Recruitment Boards (RRBs) is organising mega recruitment drive in three phases starting from December 16 for filling up about 1.4 lakh vacancies: Government of India,"Dec 15, 2020",2020
993,"The Modi Mafia has destroyed Indian Economy & Indian  Railways . But who out of the two is the worst minister:

A) @nsitharaman B) @PiyushGoyal  #भटकी_रेल_EconomyFail","May 31, 2020",2020
994,"To provide relief to migrant labour, Indian  Railways is ready to run ""Shramik Special"" trains from any District in the Country. District Collectors should prepare lists of stranded labour & destination and apply to Railways through the State nodal officer.","May 16, 2020",2020
995,Why are the Indian  Railways charging the already distressed stranded workers for their travel? @PMOIndia,"May 4, 2020",2020
996,"Greetings and warm wishes to @PiyushGoyal ji on his birthday. He is working tirelessly to change the face of the Indian  Railways and strengthen our nation’s capabilities for trade and commerce. 

May he be blessed with good health and a long life in service to the nation.","Jun 13, 2020",2020
997,"#NoToPrivatisationOfRailway  #रेलवे_का_निजीकरण_बंद_करो  Indian  Railways gives many concessions to senior citizens, women, sportspersons, sick,blind persons, social workers & journalists, all these will be stopped if privatisation done.","Aug 30, 2020",2020
998,"Sad news. MoS Railways Suresh Angadi (65) passes away due to #COVID19 in #AIIMS , New Delhi. He is the second Indian parliamentarian to have died due to Corona Virus. #RIP","Sep 23, 2020",2020
999,"The Modi Mafia has destroyed Indian Economy & Indian  Railways . But who out of the two is the worst minister:

A) @nsitharaman B) @PiyushGoyal  #भटकी_रेल_EconomyFail","May 31, 2020",2020
1000,India's GDP is -23.9%. This is surely an unbreakable record in indian economy history. #RailApprenticeAsking4Justice  @PiyushGoyal  @narendramodi   @RailMinIndia,"Nov 22, 2020",2020
1001,"According to the CAG report, Indian  Railways profit has dipped to the lowest in 10 yrs.

Haters will not agree, but in 6 yrs of Modi sarkar, people have become so rich that they're taking chartered flights.","Dec 2, 2019",2019
1002,"Indian  Railways to Procure 44 rakes of Vande Bharat Trains from ICF: Tender published for supply of electrical equipment and other items

Dear @PiyushGoyal ji
Many people from Mysore on my TL demanded introduction of this train for them.

Kindly look into their requirement","Dec 23, 2019",2019
1003,"Indian  Railways recorded zero passenger deaths in rail accidents in 2019, making it national transporter's safest year in history: official data","Dec 27, 2019",2019
1004,"The Indian Middle class is so obsessed with Privatization. They think privatization can solve every problem in India. (See the British railways privatization.)

These Middle class folks have no idea about the bleak future. Everyone will suffer expect the richest 1% in India.","Nov 17, 2019",2019
1005,"For the first time in 166 years, Indian  railways reports 0 passenger deaths in the year 2019

The highest number of accidents in 1960-61 was 2131 

Which drastically came down
& 
this year the national transport saw 0 deaths

It is a big achievement for the   ","Dec 25, 2019",2019
1006,"Digital India:

1) Indian  Railways achieves remarkable feat! Till now 5,000 railway stations got free WiFi facility under RailTel. This project had begun in 2016.

2) 1.29 lakh Gram Panchayats given optical fibre connectivity under BharatNet programme.","Nov 30, 2019",2019
1007,"According to the CAG report, Indian  Railways profit has dipped to the lowest in 10 yrs.

Haters will not agree, but in 6 yrs of Modi sarkar, people have become so rich that they're taking chartered flights.","Dec 2, 2019",2019
1008,"Indian  Railways to Procure 44 rakes of Vande Bharat Trains from ICF: Tender published for supply of electrical equipment and other items

Dear @PiyushGoyal ji
Many people from Mysore on my TL demanded introduction of this train for them.

Kindly look into their requirement","Dec 23, 2019",2019
1009,I suggest Indian  Railways must suspend complete operations in WB till state government ensures full safety of railway properties. @PiyushGoyal,"Dec 16, 2019",2019
1010,"Indian  Railways recorded zero passenger deaths in rail accidents in 2019, making it national transporter's safest year in history: official data","Dec 27, 2019",2019
1011,"The Indian Middle class is so obsessed with Privatization. They think privatization can solve every problem in India. (See the British railways privatization.)

These Middle class folks have no idea about the bleak future. Everyone will suffer expect the richest 1% in India.","Nov 17, 2019",2019
1012,"For the first time in 166 years, Indian  railways reports 0 passenger deaths in the year 2019

The highest number of accidents in 1960-61 was 2131 

Which drastically came down
& 
this year the national transport saw 0 deaths

It is a big achievement for the   ","Dec 25, 2019",2019
1013,"Digital India:

1) Indian  Railways achieves remarkable feat! Till now 5,000 railway stations got free WiFi facility under RailTel. This project had begun in 2016.

2) 1.29 lakh Gram Panchayats given optical fibre connectivity under BharatNet programme.","Nov 30, 2019",2019
1014,"According to the CAG report, Indian  Railways profit has dipped to the lowest in 10 yrs.

Haters will not agree, but in 6 yrs of Modi sarkar, people have become so rich that they're taking chartered flights.","Dec 2, 2019",2019
1015,"Indian  Railways to Procure 44 rakes of Vande Bharat Trains from ICF: Tender published for supply of electrical equipment and other items

Dear @PiyushGoyal ji
Many people from Mysore on my TL demanded introduction of this train for them.

Kindly look into their requirement","Dec 23, 2019",2019
1016,I suggest Indian  Railways must suspend complete operations in WB till state government ensures full safety of railway properties. @PiyushGoyal,"Dec 16, 2019",2019
1017,"Indian  Railways recorded zero passenger deaths in rail accidents in 2019, making it national transporter's safest year in history: official data","Dec 27, 2019",2019
1018,"The Indian Middle class is so obsessed with Privatization. They think privatization can solve every problem in India. (See the British railways privatization.)

These Middle class folks have no idea about the bleak future. Everyone will suffer expect the richest 1% in India.","Nov 17, 2019",2019
1019,"For the first time in 166 years, Indian  railways reports 0 passenger deaths in the year 2019

The highest number of accidents in 1960-61 was 2131 

Which drastically came down
& 
this year the national transport saw 0 deaths

It is a big achievement for the   ","Dec 25, 2019",2019
1020,"Digital India:

1) Indian  Railways achieves remarkable feat! Till now 5,000 railway stations got free WiFi facility under RailTel. This project had begun in 2016.

2) 1.29 lakh Gram Panchayats given optical fibre connectivity under BharatNet programme.","Nov 30, 2019",2019
1021,"According to the CAG report, Indian  Railways profit has dipped to the lowest in 10 yrs.

Haters will not agree, but in 6 yrs of Modi sarkar, people have become so rich that they're taking chartered flights.","Dec 2, 2019",2019
1022,"Indian  Railways to Procure 44 rakes of Vande Bharat Trains from ICF: Tender published for supply of electrical equipment and other items

Dear @PiyushGoyal ji
Many people from Mysore on my TL demanded introduction of this train for them.

Kindly look into their requirement","Dec 23, 2019",2019
1023,I suggest Indian  Railways must suspend complete operations in WB till state government ensures full safety of railway properties. @PiyushGoyal,"Dec 16, 2019",2019
1024,I suggest Indian  Railways must suspend complete operations in WB till state government ensures full safety of railway properties. @PiyushGoyal,"Dec 16, 2019",2019
1025,"According to the CAG report, Indian  Railways profit has dipped to the lowest in 10 yrs.

Haters will not agree, but in 6 yrs of Modi sarkar, people have become so rich that they're taking chartered flights.","Dec 2, 2019",2019
1026,"The Indian Middle class is so obsessed with Privatization. They think privatization can solve every problem in India. (See the British railways privatization.)

These Middle class folks have no idea about the bleak future. Everyone will suffer expect the richest 1% in India.","Nov 17, 2019",2019
1027,"Digital India:

1) Indian  Railways achieves remarkable feat! Till now 5,000 railway stations got free WiFi facility under RailTel. This project had begun in 2016.

2) 1.29 lakh Gram Panchayats given optical fibre connectivity under BharatNet programme.","Nov 30, 2019",2019
